"Date","Price","Open","High","Low","Vol.","Change %"
"05/10/2017","24,713.8","24,718.8","24,786.6","24,679.7","","-0.02%"
"05/09/2017","24,719.3","24,789.3","24,862.3","24,694.3","","-0.45%"
"05/08/2017","24,830.3","25,042.2","25,101.2","24,814.4","","-0.68%"
"05/05/2017","25,000.1","24,995.1","25,011.4","24,893.2","","0.04%"
"05/04/2017","24,989.7","24,762.3","24,996.6","24,737.3","","0.94%"
"05/03/2017","24,756.3","24,861.0","24,879.1","24,751.8","","-0.41%"
"05/02/2017","24,858.6","24,790.4","24,870.0","24,763.1","","0.28%"
"05/01/2017","24,788.1","24,804.1","24,845.0","24,751.8","","0.02%"
"04/28/2017","24,783.6","24,727.2","24,901.8","24,661.1","","0.27%"
"04/27/2017","24,716.5","24,762.9","24,852.9","24,666.5","","-0.32%"
"04/26/2017","24,796.2","24,898.5","24,944.0","24,687.2","","-0.31%"
"04/25/2017","24,873.0","24,692.1","24,929.9","24,653.5","","0.74%"
"04/24/2017","24,691.0","24,810.2","24,844.2","24,580.8","","1.31%"
"04/21/2017","24,371.9","24,319.0","24,395.8","24,267.4","","0.05%"
"04/20/2017","24,360.9","24,387.6","24,497.0","24,349.5","","0.02%"
"04/19/2017","24,355.7","24,376.9","24,442.9","24,330.7","","-0.22%"
"04/18/2017","24,408.2","24,205.3","24,424.1","24,189.5","","1.01%"
"04/17/2017","24,163.4","24,078.6","24,231.5","24,051.4","","0.36%"
"04/14/2017","24,077.5","24,044.9","24,139.6","24,033.5","","0.04%"
"04/13/2017","24,068.8","24,206.5","24,240.5","24,055.2","","-0.47%"
"04/12/2017","24,182.5","24,028.4","24,207.4","23,977.6","","0.68%"
"04/11/2017","24,020.0","23,996.4","24,083.4","23,938.2","","0.03%"
"04/10/2017","24,011.7","24,010.2","24,041.1","23,955.0","","0.06%"
"04/07/2017","23,996.9","24,145.9","24,220.8","23,974.3","","-0.64%"
"04/06/2017","24,152.4","24,197.7","24,247.6","24,118.4","","-0.18%"
"04/05/2017","24,195.5","24,224.3","24,274.5","24,125.2","","-0.12%"
"04/04/2017","24,223.5","24,259.4","24,299.8","24,137.3","","-0.13%"
"04/03/2017","24,254.8","24,255.7","24,339.8","24,195.7","","0.06%"
"03/31/2017","24,240.9","24,309.2","24,356.9","24,236.4","","-0.27%"
"03/30/2017","24,307.0","24,522.8","24,536.4","24,297.9","","-0.87%"
"03/29/2017","24,520.8","24,617.7","24,657.4","24,457.0","","-0.43%"
"03/28/2017","24,626.6","24,739.2","24,763.2","24,590.2","","-0.47%"
"03/27/2017","24,742.8","24,603.2","24,836.2","24,598.6","","0.55%"
"03/24/2017","24,608.2","24,577.2","24,658.3","24,471.6","","0.12%"
"03/23/2017","24,579.8","24,598.0","24,632.3","24,537.3","","-0.04%"
"03/22/2017","24,589.1","24,624.0","24,655.1","24,539.0","","-0.17%"
"03/21/2017","24,630.2","24,479.2","24,655.2","24,433.6","","0.63%"
"03/20/2017","24,476.9","24,470.6","24,568.0","24,445.0","","0.05%"
"03/17/2017","24,464.9","24,513.5","24,585.6","24,442.1","","-0.25%"
"03/16/2017","24,525.0","24,511.1","24,543.1","24,378.0","","0.08%"
"03/15/2017","24,504.2","24,181.0","24,522.4","24,178.7","","1.33%"
"03/14/2017","24,182.4","24,298.7","24,323.5","24,171.0","","-0.46%"
"03/13/2017","24,295.3","24,293.7","24,434.4","24,286.2","","-0.15%"
"03/10/2017","24,332.2","24,158.2","24,400.5","24,117.4","","0.89%"
"03/09/2017","24,118.2","24,030.9","24,209.4","23,974.9","","0.35%"
"03/08/2017","24,033.5","24,100.3","24,118.5","24,019.8","","-0.26%"
"03/07/2017","24,096.9","24,137.9","24,183.5","24,078.7","","-0.14%"
"03/06/2017","24,131.1","24,255.7","24,272.5","24,117.4","","-0.55%"
"03/03/2017","24,265.6","23,979.0","24,272.4","23,963.0","","1.21%"
"03/02/2017","23,975.8","24,040.7","24,067.1","23,943.9","","-0.30%"
"03/01/2017","24,048.3","24,067.5","24,107.6","23,973.1","","-0.08%"
"02/28/2017","24,068.0","24,119.3","24,193.1","24,052.0","","-0.21%"
"02/27/2017","24,119.3","24,102.5","24,221.8","24,036.1","","0.08%"
"02/24/2017","24,100.5","24,119.7","24,230.6","24,086.8","","-0.24%"
"02/23/2017","24,158.7","24,144.0","24,235.3","24,064.1","","0.24%"
"02/22/2017","24,102.0","24,060.9","24,143.1","23,958.2","","0.18%"
"02/21/2017","24,058.6","24,208.3","24,224.3","24,031.2","","-0.65%"
"02/20/2017","24,215.2","24,169.3","24,263.1","24,139.7","","0.09%"
"02/17/2017","24,194.6","24,335.7","24,359.4","24,174.1","","-0.42%"
"02/16/2017","24,295.6","24,145.3","24,316.0","24,114.3","","0.61%"
"02/15/2017","24,149.1","24,057.4","24,171.8","23,971.4","","0.38%"
"02/14/2017","24,058.5","24,029.8","24,185.9","24,011.7","","0.11%"
"02/13/2017","24,031.0","24,083.0","24,171.5","23,943.6","","-0.27%"
"02/10/2017","24,096.5","24,159.4","24,188.9","24,024.1","","-0.24%"
"02/09/2017","24,154.9","24,234.0","24,281.8","24,143.6","","-0.35%"
"02/08/2017","24,238.6","24,138.3","24,277.1","24,069.9","","0.35%"
"02/07/2017","24,154.3","24,297.1","24,299.4","24,091.0","","-0.53%"
"02/06/2017","24,284.2","24,392.0","24,437.2","24,178.1","","-0.47%"
"02/03/2017","24,398.8","24,369.2","24,435.0","24,240.5","","0.16%"
"02/02/2017","24,359.9","24,328.7","24,518.4","24,303.9","","0.12%"
"02/01/2017","24,329.9","24,399.9","24,424.7","24,246.3","","-0.27%"
"01/31/2017","24,395.4","24,160.5","24,429.3","24,135.6","","0.97%"
"01/30/2017","24,161.5","24,154.8","24,270.0","23,992.1","","-0.04%"
"01/27/2017","24,171.7","24,142.3","24,239.5","24,085.9","","0.15%"
"01/26/2017","24,135.6","24,280.2","24,327.6","24,079.1","","-0.60%"
"01/25/2017","24,282.4","24,229.3","24,338.9","24,181.9","","0.24%"
"01/24/2017","24,225.2","24,275.9","24,322.3","24,195.9","","-0.22%"
"01/23/2017","24,277.8","24,123.2","24,295.8","24,121.0","","0.50%"
"01/20/2017","24,157.7","24,070.1","24,180.3","23,986.2","","0.39%"
"01/19/2017","24,063.3","23,992.8","24,092.7","23,891.8","","0.28%"
"01/18/2017","23,996.2","24,179.2","24,186.0","23,982.7","","-0.77%"
"01/17/2017","24,181.4","23,924.2","24,195.0","23,912.9","","1.04%"
"01/16/2017","23,932.0","23,955.3","24,000.4","23,880.1","","-0.38%"
"01/13/2017","24,023.5","23,968.7","24,091.2","23,910.5","","0.29%"
"01/12/2017","23,953.5","23,888.0","24,122.8","23,865.5","","0.28%"
"01/11/2017","23,886.8","23,823.6","23,977.1","23,593.4","","0.26%"
"01/10/2017","23,823.7","23,877.2","23,986.2","23,816.9","","-0.23%"
"01/09/2017","23,878.7","23,778.6","23,901.3","23,688.4","","0.48%"
"01/06/2017","23,765.1","24,051.7","24,072.1","23,742.5","","-1.21%"
"01/05/2017","24,056.7","23,846.1","24,083.9","23,777.8","","0.91%"
"01/04/2017","23,838.9","23,668.8","23,866.1","23,577.2","","0.71%"
"01/03/2017","23,671.0","23,808.6","23,864.4","23,523.2","","-0.61%"
"01/02/2017","23,817.3","23,981.3","23,988.1","23,792.3","","-0.54%"
"12/30/2016","23,946.0","23,898.7","24,267.7","23,875.9","","0.20%"
"12/29/2016","23,897.5","23,712.6","23,904.4","23,694.4","","0.78%"
"12/28/2016","23,711.4","23,803.3","23,864.2","23,615.8","","-0.39%"
"12/27/2016","23,804.3","23,795.2","23,822.5","23,708.1","","0.01%"
"12/26/2016","23,801.0","23,789.1","23,839.7","23,743.0","","0.01%"
"12/23/2016","23,798.5","23,761.7","23,828.1","23,715.1","","0.19%"
"12/22/2016","23,752.3","23,727.8","23,898.0","23,723.2","","0.08%"
"12/21/2016","23,733.5","23,643.0","23,797.2","23,629.3","","0.37%"
"12/20/2016","23,645.7","23,683.7","23,720.6","23,568.3","","-0.13%"
"12/19/2016","23,676.1","23,756.7","23,851.3","23,648.8","","-0.42%"
"12/16/2016","23,776.0","23,698.0","23,835.2","23,664.6","","0.38%"
"12/15/2016","23,686.6","23,932.5","23,950.6","23,577.5","","-1.03%"
"12/14/2016","23,933.7","24,079.6","24,244.9","23,840.5","","-0.61%"
"12/13/2016","24,080.8","24,061.7","24,173.7","24,025.3","","0.10%"
"12/12/2016","24,057.9","23,831.0","24,096.3","23,770.0","","0.82%"
"12/09/2016","23,862.2","24,036.5","24,052.3","23,792.2","","-0.71%"
"12/08/2016","24,033.5","24,392.7","24,615.1","23,988.2","","-1.54%"
"12/07/2016","24,409.3","24,377.3","24,447.9","24,310.1","","0.22%"
"12/06/2016","24,356.7","24,455.0","24,518.0","24,315.8","","-0.38%"
"12/05/2016","24,450.4","24,192.7","24,527.6","23,809.7","","0.95%"
"12/02/2016","24,221.2","24,219.9","24,296.4","24,114.8","","0.14%"
"12/01/2016","24,186.8","23,972.0","24,202.6","23,967.5","","0.81%"
"11/30/2016","23,992.4","24,136.8","24,205.5","23,887.5","","-0.64%"
"11/29/2016","24,146.6","24,089.2","24,160.2","23,944.0","","0.19%"
"11/28/2016","24,100.2","24,080.2","24,293.4","23,973.5","","0.06%"
"11/25/2016","24,085.4","24,016.3","24,185.4","23,927.5","","0.24%"
"11/24/2016","24,028.0","23,843.0","24,112.3","23,779.7","","0.55%"
"11/23/2016","23,896.5","23,948.8","24,145.6","23,782.0","","-0.26%"
"11/22/2016","23,958.6","23,970.0","24,031.7","23,849.6","","-0.11%"
"11/21/2016","23,985.5","23,807.2","24,035.1","23,796.0","","0.64%"
"11/18/2016","23,833.6","23,803.9","23,970.9","23,709.8","","0.06%"
"11/17/2016","23,818.2","23,948.8","24,087.1","23,790.5","","-0.57%"
"11/16/2016","23,953.7","23,957.1","24,076.8","23,888.3","","-0.03%"
"11/15/2016","23,961.5","23,974.4","24,176.0","23,934.7","","-0.13%"
"11/14/2016","23,991.8","24,210.5","24,232.4","23,911.8","","-1.03%"
"11/11/2016","24,241.5","24,286.9","24,400.9","24,165.9","","-0.34%"
"11/10/2016","24,324.1","24,344.4","24,490.9","24,222.3","","-0.15%"
"11/09/2016","24,360.9","24,618.8","25,242.7","24,333.3","","-1.08%"
"11/08/2016","24,626.6","24,650.1","24,722.6","24,578.6","","-0.13%"
"11/07/2016","24,659.0","24,856.7","24,872.2","24,621.1","","-0.87%"
"11/04/2016","24,875.6","24,785.2","24,886.8","24,712.9","","0.33%"
"11/03/2016","24,793.6","24,766.3","24,844.9","24,684.8","","0.10%"
"11/02/2016","24,769.6","24,671.4","24,834.3","24,660.2","","0.37%"
"11/01/2016","24,678.6","24,507.3","24,714.3","24,425.4","","0.68%"
"10/31/2016","24,512.9","24,516.3","24,539.7","24,406.9","","-0.09%"
"10/28/2016","24,534.0","24,323.1","24,551.8","24,291.6","","0.80%"
"10/27/2016","24,338.5","24,356.4","24,445.6","24,291.8","","-0.11%"
"10/26/2016","24,364.7","24,315.0","24,449.6","24,275.8","","0.18%"
"10/25/2016","24,321.1","24,279.7","24,359.0","24,230.1","","0.13%"
"10/24/2016","24,289.7","24,284.2","24,338.8","24,193.8","","-0.03%"
"10/21/2016","24,296.3","24,373.8","24,390.4","24,232.8","","-0.35%"
"10/20/2016","24,381.6","24,474.1","24,629.1","24,344.8","","-0.40%"
"10/19/2016","24,479.7","24,489.8","24,548.8","24,431.8","","-0.06%"
"10/18/2016","24,494.2","24,534.3","24,603.5","24,463.0","","-0.18%"
"10/17/2016","24,538.8","24,474.1","24,563.3","24,449.0","","0.27%"
"10/14/2016","24,473.0","24,660.4","24,674.9","24,460.8","","-0.77%"
"10/13/2016","24,662.6","24,542.2","24,673.8","24,495.3","","0.45%"
"10/12/2016","24,552.8","24,643.7","24,694.5","24,535.5","","-0.42%"
"10/11/2016","24,655.9","24,825.5","24,851.1","24,632.6","","-0.73%"
"10/10/2016","24,837.7","24,936.9","24,972.7","24,807.7","","-0.58%"
"10/07/2016","24,983.8","24,864.5","24,997.2","24,752.0","","0.46%"
"10/06/2016","24,870.6","24,954.7","25,002.2","24,840.0","","-0.49%"
"10/05/2016","24,993.9","24,986.1","25,085.5","24,919.0","","-0.01%"
"10/04/2016","24,995.6","25,000.5","25,073.6","24,836.6","","-0.04%"
"10/03/2016","25,005.6","25,053.0","25,080.3","24,987.2","","-0.27%"
"09/30/2016","25,072.5","25,027.3","25,099.3","24,867.8","","0.17%"
"09/29/2016","25,030.7","25,024.0","25,093.1","24,967.1","","0.02%"
"09/28/2016","25,026.8","25,002.8","25,075.9","24,943.7","","0.02%"
"09/27/2016","25,020.7","25,106.6","25,137.9","24,949.2","","-0.35%"
"09/26/2016","25,109.4","25,039.6","25,165.1","25,011.5","","0.25%"
"09/23/2016","25,046.9","24,995.0","25,087.1","24,913.4","","0.18%"
"09/22/2016","25,001.1","24,980.5","25,112.7","24,949.2","","0.10%"
"09/21/2016","24,977.2","24,891.3","25,001.8","24,826.5","","0.32%"
"09/20/2016","24,898.5","24,895.7","25,032.4","24,873.4","","-0.13%"
"09/19/2016","24,930.3","24,898.0","24,983.8","24,840.0","","0.13%"
"09/16/2016","24,898.0","25,073.0","25,113.2","24,864.5","","-0.73%"
"09/15/2016","25,081.4","25,044.8","25,170.7","25,019.5","","-0.04%"
"09/14/2016","25,090.3","25,009.5","25,143.8","24,969.0","","0.27%"
"09/13/2016","25,023.4","25,015.9","25,117.1","24,976.0","","-0.11%"
"09/12/2016","25,051.8","25,044.0","25,154.7","24,962.4","","0.01%"
"09/09/2016","25,050.2","25,071.6","25,175.0","24,970.4","","-0.25%"
"09/08/2016","25,112.0","25,057.4","25,261.2","25,027.0","","0.17%"
"09/07/2016","25,069.1","25,091.9","25,133.8","25,032.9","","-0.12%"
"09/06/2016","25,098.6","24,852.2","25,123.2","24,811.0","","0.97%"
"09/05/2016","24,857.2","24,856.7","24,939.8","24,836.6","","-0.09%"
"09/02/2016","24,880.7","24,961.5","25,099.2","24,854.5","","-0.37%"
"09/01/2016","24,972.1","24,877.9","24,996.6","24,807.7","","0.33%"
"08/31/2016","24,890.2","24,813.2","24,910.2","24,795.4","","0.12%"
"08/30/2016","24,860.0","24,913.5","24,984.8","24,782.1","","-0.41%"
"08/29/2016","24,962.7","24,961.5","25,038.6","24,844.4","","-0.06%"
"08/26/2016","24,978.3","25,156.6","25,301.7","24,930.3","","-0.73%"
"08/25/2016","25,162.2","25,112.0","25,202.4","25,075.9","","0.18%"
"08/24/2016","25,118.2","25,205.7","25,236.4","25,067.4","","-0.38%"
"08/23/2016","25,214.7","25,205.2","25,330.6","25,187.4","","-0.10%"
"08/22/2016","25,240.3","25,169.5","25,273.7","25,096.1","","-0.08%"
"08/19/2016","25,259.8","25,265.1","25,345.1","25,176.2","","-0.21%"
"08/18/2016","25,313.8","25,180.1","25,342.7","25,151.6","","0.55%"
"08/17/2016","25,175.0","25,145.5","25,239.7","25,064.1","","0.07%"
"08/16/2016","25,157.8","24,931.4","25,260.4","24,915.8","","0.87%"
"08/15/2016","24,941.4","24,886.8","24,983.8","24,828.8","","0.21%"
"08/12/2016","24,890.2","24,833.3","25,030.6","24,813.2","","0.20%"
"08/11/2016","24,841.1","24,913.6","24,965.9","24,822.1","","-0.33%"
"08/10/2016","24,922.5","24,780.9","24,958.1","24,747.5","","0.50%"
"08/09/2016","24,799.3","24,725.1","24,810.4","24,650.7","","0.25%"
"08/08/2016","24,737.9","24,714.0","24,771.4","24,685.0","","0.06%"
"08/05/2016","24,723.4","24,770.9","24,895.1","24,620.4","","-0.36%"
"08/04/2016","24,812.1","24,857.8","24,921.3","24,735.3","","-0.22%"
"08/03/2016","24,867.8","25,025.1","25,055.2","24,835.5","","-0.70%"
"08/02/2016","25,042.9","24,883.5","25,060.8","24,851.1","","0.62%"
"08/01/2016","24,889.6","24,910.2","24,940.9","24,855.5","","-0.11%"
"07/29/2016","24,916.9","24,697.2","24,970.4","24,679.4","","0.86%"
"07/28/2016","24,703.9","24,654.9","24,802.0","24,634.8","","0.15%"
"07/27/2016","24,666.0","24,489.9","24,686.1","24,438.6","","0.65%"
"07/26/2016","24,507.6","24,518.8","24,605.7","24,476.5","","-0.06%"
"07/25/2016","24,522.1","24,463.0","24,540.0","24,422.9","","0.17%"
"07/22/2016","24,480.9","24,592.4","24,630.3","24,425.1","","-0.44%"
"07/21/2016","24,589.1","24,521.5","24,667.1","24,485.4","","0.10%"
"07/20/2016","24,563.5","24,537.1","24,603.7","24,450.2","","-0.06%"
"07/19/2016","24,579.1","24,690.6","24,754.8","24,492.5","","-0.47%"
"07/18/2016","24,696.1","24,619.2","24,722.9","24,608.0","","0.35%"
"07/15/2016","24,610.8","24,787.6","24,865.1","24,576.8","","-0.76%"
"07/14/2016","24,798.2","24,725.1","24,900.7","24,716.2","","0.26%"
"07/13/2016","24,732.9","24,659.4","24,802.1","24,622.5","","0.29%"
"07/12/2016","24,662.1","24,649.3","24,813.8","24,631.5","","0.00%"
"07/11/2016","24,662.1","24,638.2","24,702.2","24,555.7","","0.05%"
"07/08/2016","24,649.9","24,663.8","24,783.7","24,524.5","","-0.09%"
"07/07/2016","24,672.2","24,746.3","24,783.7","24,639.3","","-0.34%"
"07/06/2016","24,757.4","24,700.6","24,784.2","24,594.7","","0.21%"
"07/05/2016","24,706.7","24,870.1","24,947.6","24,664.9","","-0.72%"
"07/04/2016","24,885.1","24,843.3","24,911.9","24,747.4","","0.20%"
"07/01/2016","24,835.5","24,763.0","24,909.1","24,685.0","","0.27%"
"06/30/2016","24,769.7","24,782.0","24,883.5","24,582.4","","-0.22%"
"06/29/2016","24,825.4","24,670.5","24,838.8","24,619.4","","0.57%"
"06/28/2016","24,683.8","24,615.4","24,784.2","24,581.9","","0.21%"
"06/27/2016","24,632.0","24,692.7","24,770.5","24,486.5","","-0.75%"
"06/24/2016","24,818.7","25,403.1","25,517.9","24,332.6","","-2.30%"
"06/23/2016","25,402.6","25,186.8","25,482.9","25,184.5","","0.83%"
"06/22/2016","25,194.0","25,073.0","25,287.7","25,050.7","","0.50%"
"06/21/2016","25,069.1","25,215.7","25,313.3","25,061.8","","-0.64%"
"06/20/2016","25,230.2","25,145.3","25,396.4","25,143.1","","0.33%"
"06/17/2016","25,147.7","25,034.0","25,196.7","25,009.4","","0.42%"
"06/16/2016","25,041.8","25,112.1","25,202.4","24,824.3","","-0.33%"
"06/15/2016","25,125.6","24,988.3","25,214.8","24,954.8","","0.50%"
"06/14/2016","25,001.1","25,203.8","25,234.5","24,950.4","","-0.82%"
"06/13/2016","25,208.8","25,112.2","25,235.6","25,065.1","","0.32%"
"06/10/2016","25,129.1","25,275.5","25,325.9","25,094.4","","-0.64%"
"06/09/2016","25,291.3","25,426.7","25,536.2","25,250.9","","-0.57%"
"06/08/2016","25,437.1","25,369.3","25,477.3","25,328.3","","0.23%"
"06/07/2016","25,379.4","25,396.7","25,437.4","25,324.1","","-0.09%"
"06/06/2016","25,402.9","25,437.6","25,494.6","25,304.2","","-0.29%"
"06/03/2016","25,476.3","25,009.5","25,498.7","24,951.3","","1.81%"
"06/02/2016","25,022.8","25,091.3","25,210.2","24,987.0","","-0.31%"
"06/01/2016","25,101.4","24,917.8","25,119.3","24,875.3","","0.71%"
"05/31/2016","24,924.6","24,959.1","25,023.1","24,895.5","","-0.25%"
"05/30/2016","24,986.6","24,884.2","24,991.0","24,846.2","","0.39%"
"05/27/2016","24,889.8","25,043.2","25,068.9","24,868.6","","-0.64%"
"05/26/2016","25,051.1","24,927.0","25,107.0","24,902.4","","0.47%"
"05/25/2016","24,934.2","24,874.5","24,963.3","24,854.4","","0.22%"
"05/24/2016","24,880.6","25,038.6","25,057.0","24,852.2","","-0.64%"
"05/23/2016","25,041.9","25,026.3","25,096.6","24,962.7","","-0.03%"
"05/20/2016","25,049.2","24,995.0","25,082.6","24,972.7","","0.20%"
"05/19/2016","24,998.4","25,017.3","25,056.4","24,941.5","","-0.10%"
"05/18/2016","25,022.3","25,229.2","25,265.4","25,006.2","","-0.85%"
"05/17/2016","25,236.4","25,273.1","25,316.7","25,180.7","","-0.34%"
"05/16/2016","25,321.7","25,225.9","25,379.8","25,208.1","","0.35%"
"05/13/2016","25,234.4","25,366.2","25,399.7","25,167.9","","-0.58%"
"05/12/2016","25,382.1","25,473.2","25,504.6","25,346.2","","-0.36%"
"05/11/2016","25,472.6","25,349.4","25,528.4","25,338.2","","0.47%"
"05/10/2016","25,352.7","25,373.9","25,444.1","25,318.2","","-0.11%"
"05/09/2016","25,380.1","25,402.7","25,467.1","25,355.9","","-0.18%"
"05/06/2016","25,424.6","25,419.5","25,589.5","25,369.2","","0.02%"
"05/05/2016","25,420.6","25,597.8","25,623.4","25,372.7","","-0.71%"
"05/04/2016","25,603.4","25,574.2","25,699.2","25,553.2","","-0.09%"
"05/03/2016","25,626.8","25,660.9","25,891.6","25,571.9","","-0.32%"
"05/02/2016","25,709.3","25,462.9","25,718.2","25,460.7","","0.68%"
"04/29/2016","25,535.4","25,315.0","25,546.6","25,272.6","","0.85%"
"04/28/2016","25,320.0","25,241.4","25,357.9","25,187.9","","0.27%"
"04/27/2016","25,250.9","25,185.6","25,344.6","25,136.6","","0.22%"
"04/26/2016","25,194.5","25,114.2","25,283.7","25,093.0","","0.26%"
"04/25/2016","25,129.3","25,025.0","25,153.9","24,991.5","","0.36%"
"04/22/2016","25,038.3","25,156.5","25,212.2","24,998.2","","-0.48%"
"04/21/2016","25,159.8","25,179.9","25,400.5","25,118.6","","-0.10%"
"04/20/2016","25,185.0","25,312.6","25,387.8","25,159.9","","-0.55%"
"04/19/2016","25,323.8","25,230.3","25,388.5","25,198.3","","0.35%"
"04/18/2016","25,235.3","25,192.4","25,279.9","25,141.1","","0.27%"
"04/15/2016","25,166.2","25,138.9","25,248.7","25,044.8","","0.06%"
"04/14/2016","25,150.2","25,136.6","25,212.6","25,058.6","","-0.01%"
"04/13/2016","25,152.3","25,338.6","25,384.4","25,118.7","","-0.92%"
"04/12/2016","25,385.1","25,411.6","25,563.2","25,254.0","","-0.20%"
"04/11/2016","25,436.4","25,420.6","25,525.5","25,344.8","","0.07%"
"04/08/2016","25,419.1","25,323.0","25,463.7","25,278.5","","0.21%"
"04/07/2016","25,365.0","25,373.2","25,571.9","25,231.7","","-0.22%"
"04/06/2016","25,419.8","25,377.3","25,497.7","25,215.1","","0.15%"
"04/05/2016","25,382.3","25,394.0","25,423.6","25,255.2","","-0.07%"
"04/04/2016","25,399.6","25,395.1","25,444.2","25,276.2","","0.04%"
"04/01/2016","25,389.0","25,357.0","25,500.5","25,263.6","","0.08%"
"03/31/2016","25,369.4","25,272.5","25,443.0","25,197.7","","0.36%"
"03/30/2016","25,277.5","25,181.3","25,342.2","25,161.2","","0.35%"
"03/29/2016","25,189.1","24,972.7","25,220.3","24,909.1","","0.84%"
"03/28/2016","24,980.5","24,889.0","25,034.1","24,866.7","","0.31%"
"03/25/2016","24,903.0","24,943.7","24,982.2","24,869.0","","-0.18%"
"03/24/2016","24,947.1","25,001.8","25,023.1","24,833.2","","-0.29%"
"03/23/2016","25,019.2","24,996.0","25,093.0","24,941.4","","0.02%"
"03/22/2016","25,013.9","25,064.0","25,122.2","24,935.8","","-0.19%"
"03/21/2016","25,062.4","25,118.6","25,162.7","25,044.0","","-0.24%"
"03/18/2016","25,123.7","25,224.5","25,274.1","25,087.4","","-0.43%"
"03/17/2016","25,231.7","25,013.8","25,287.5","24,971.5","","0.82%"
"03/16/2016","25,026.1","24,748.6","25,070.7","24,641.6","","1.08%"
"03/15/2016","24,758.6","24,739.7","24,797.6","24,666.2","","-0.01%"
"03/14/2016","24,760.8","24,842.2","24,910.2","24,684.0","","-0.37%"
"03/11/2016","24,852.2","24,903.5","24,989.3","24,684.0","","-0.27%"
"03/10/2016","24,919.1","24,531.2","25,014.9","24,112.4","","1.55%"
"03/09/2016","24,538.4","24,534.5","24,609.7","24,399.7","","-0.01%"
"03/08/2016","24,541.2","24,550.2","24,666.0","24,505.5","","-0.06%"
"03/07/2016","24,555.7","24,526.9","24,584.7","24,385.2","","0.10%"
"03/04/2016","24,530.7","24,418.7","24,622.0","24,290.7","","0.38%"
"03/03/2016","24,437.5","24,253.2","24,475.3","24,195.6","","0.77%"
"03/02/2016","24,251.9","24,227.9","24,272.0","24,146.1","","0.07%"
"03/01/2016","24,235.6","24,239.0","24,301.3","24,152.1","","-0.05%"
"02/29/2016","24,246.8","24,390.3","24,449.7","24,207.8","","-0.63%"
"02/26/2016","24,400.3","24,578.9","24,701.6","24,345.7","","-0.80%"
"02/25/2016","24,596.2","24,631.6","24,678.0","24,507.5","","-0.18%"
"02/24/2016","24,641.6","24,654.9","24,717.6","24,506.3","","-0.09%"
"02/23/2016","24,663.9","24,676.2","24,740.0","24,587.8","","-0.09%"
"02/22/2016","24,686.8","24,869.9","24,896.2","24,618.0","","-0.83%"
"02/19/2016","24,894.0","24,830.8","24,907.4","24,733.6","","0.17%"
"02/18/2016","24,851.9","24,922.2","24,990.4","24,748.0","","-0.31%"
"02/17/2016","24,929.5","24,922.4","25,046.0","24,866.5","","-0.01%"
"02/16/2016","24,931.9","24,902.4","25,048.2","24,875.4","","-0.09%"
"02/15/2016","24,953.7","25,062.8","25,139.3","24,842.1","","-0.65%"
"02/12/2016","25,116.5","25,232.1","25,281.4","24,980.3","","-0.56%"
"02/11/2016","25,258.2","25,151.9","25,378.5","25,111.8","","0.30%"
"02/10/2016","25,182.3","25,156.3","25,229.1","24,860.0","","-0.03%"
"02/09/2016","25,189.0","24,942.5","25,291.5","24,866.7","","0.85%"
"02/08/2016","24,976.0","24,855.6","25,020.6","24,695.2","","0.34%"
"02/05/2016","24,890.2","24,975.9","25,084.0","24,746.4","","-0.36%"
"02/04/2016","24,981.0","24,707.5","25,052.3","24,643.0","","0.93%"
"02/03/2016","24,750.8","24,326.3","24,846.5","24,271.3","","1.68%"
"02/02/2016","24,341.2","24,258.5","24,392.4","24,188.9","","0.29%"
"02/01/2016","24,270.5","24,066.5","24,328.4","24,024.3","","0.75%"
"01/29/2016","24,089.5","24,294.3","24,348.3","24,017.6","","-1.03%"
"01/28/2016","24,339.3","24,271.6","24,405.9","24,162.8","","0.17%"
"01/27/2016","24,296.8","24,265.0","24,350.3","24,186.9","","0.07%"
"01/26/2016","24,278.8","24,275.6","24,313.9","24,149.0","","-0.02%"
"01/25/2016","24,282.8","24,142.1","24,302.9","24,117.5","","0.43%"
"01/22/2016","24,179.9","24,329.3","24,385.0","24,119.7","","-0.77%"
"01/21/2016","24,368.6","24,415.4","24,481.5","24,118.9","","-0.20%"
"01/20/2016","24,418.2","24,444.8","24,607.7","24,379.6","","-0.16%"
"01/19/2016","24,456.9","24,353.2","24,530.8","24,330.9","","0.24%"
"01/18/2016","24,399.2","24,468.2","24,561.2","24,304.0","","-0.30%"
"01/15/2016","24,472.1","24,372.2","24,629.0","24,347.5","","0.38%"
"01/14/2016","24,379.5","24,383.0","24,559.0","24,304.9","","-0.01%"
"01/13/2016","24,382.4","24,343.3","24,413.8","24,214.9","","0.12%"
"01/12/2016","24,354.0","24,360.9","24,443.8","24,262.6","","-0.11%"
"01/11/2016","24,380.7","24,541.7","24,658.2","24,338.4","","-0.76%"
"01/08/2016","24,568.5","24,589.3","24,604.9","24,269.8","","-0.14%"
"01/07/2016","24,602.1","24,212.8","24,615.6","24,197.0","","1.57%"
"01/06/2016","24,222.2","24,157.0","24,269.4","24,078.0","","0.18%"
"01/05/2016","24,177.6","24,354.4","24,395.3","24,073.8","","-0.82%"
"01/04/2016","24,376.3","24,404.3","24,639.4","24,244.2","","-0.17%"
