"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2020","27,916.7","27,604.4","27,935.3","27,599.7","100.45K","1.14%"
"11/30/2020","27,601.4","27,695.4","27,781.4","27,594.0","74.02K","-0.37%"
"11/27/2020","27,704.0","27,593.0","27,712.7","27,582.6","72.28K","0.40%"
"11/26/2020","27,593.0","27,603.4","27,662.5","27,530.4","78.65K","0.01%"
"11/25/2020","27,590.5","27,531.2","27,637.0","27,520.3","106.01K","0.24%"
"11/24/2020","27,524.2","27,448.0","27,542.8","27,415.4","96.62K","0.30%"
"11/23/2020","27,441.6","27,471.7","27,597.5","27,350.6","86.14K","-0.11%"
"11/20/2020","27,470.5","27,523.3","27,560.9","27,463.6","103.35K","-0.17%"
"11/19/2020","27,516.9","27,458.6","27,541.8","27,386.5","113.78K","0.25%"
"11/18/2020","27,449.2","27,479.5","27,549.0","27,445.2","129.06K","-0.09%"
"11/17/2020","27,473.6","27,467.6","27,552.4","27,432.0","87.19K","0.02%"
"11/16/2020","27,469.3","27,414.9","27,508.2","27,378.4","84.30K","0.18%"
"11/13/2020","27,420.7","27,358.7","27,435.8","27,344.2","117.66K","0.24%"
"11/12/2020","27,355.8","27,293.8","27,401.6","27,249.8","136.55K","0.23%"
"11/11/2020","27,293.2","27,369.7","27,431.3","27,219.6","142.00K","-0.30%"
"11/10/2020","27,376.6","27,381.4","27,452.7","27,299.0","164.34K","0.04%"
"11/09/2020","27,366.1","27,537.2","27,631.7","27,339.7","151.75K","-0.54%"
"11/06/2020","27,514.6","27,401.0","27,560.3","27,334.9","133.33K","0.38%"
"11/05/2020","27,409.1","27,180.3","27,487.9","27,142.0","124.21K","0.88%"
"11/04/2020","27,169.2","27,152.4","27,279.9","26,894.0","143.67K","0.10%"
"11/03/2020","27,141.4","26,983.2","27,211.5","26,963.5","89.60K","0.61%"
"11/02/2020","26,975.7","27,026.2","27,026.2","26,936.9","87.88K","-0.08%"
"10/30/2020","26,997.8","27,062.7","27,135.1","26,983.3","116.37K","-0.17%"
"10/29/2020","27,044.0","27,222.0","27,259.1","27,003.5","148.27K","-0.65%"
"10/28/2020","27,220.2","27,337.8","27,344.8","27,157.1","111.00K","-0.42%"
"10/27/2020","27,334.9","27,371.4","27,443.4","27,330.9","87.27K","-0.10%"
"10/26/2020","27,362.7","27,483.3","27,490.2","27,354.1","84.56K","-0.44%"
"10/23/2020","27,484.4","27,390.6","27,500.7","27,317.6","99.25K","0.36%"
"10/22/2020","27,387.1","27,496.1","27,505.3","27,375.5","92.35K","-0.35%"
"10/21/2020","27,483.3","27,402.8","27,538.9","27,400.5","102.15K","0.31%"
